satisfaction_level^1,last_evaluation^1,average_montly_hours^1,number_project^1,time_spend_company^1,satisfaction_level^1xlast_evaluation^1,satisfaction_level^1xaverage_montly_hours^1,satisfaction_level^1xnumber_project^1,satisfaction_level^1xtime_spend_company^1,last_evaluation^1xaverage_montly_hours^1,last_evaluation^1xnumber_project^1,last_evaluation^1xtime_spend_company^1,average_montly_hours^1xnumber_project^1,average_montly_hours^1xtime_spend_company^1,number_project^1xtime_spend_company^1,satisfaction_level^1xlast_evaluation^1xaverage_montly_hours^1,satisfaction_level^1xlast_evaluation^1xnumber_project^1,satisfaction_level^1xlast_evaluation^1xtime_spend_company^1,satisfaction_level^1xaverage_montly_hours^1xnumber_project^1,satisfaction_level^1xaverage_montly_hours^1xtime_spend_company^1,satisfaction_level^1xnumber_project^1xtime_spend_company^1,last_evaluation^1xaverage_montly_hours^1xnumber_project^1,last_evaluation^1xaverage_montly_hours^1xtime_spend_company^1,last_evaluation^1xnumber_project^1xtime_spend_company^1,average_montly_hours^1xnumber_project^1xtime_spend_company^1,salary,Work_accident,promotion_last_5years,churn
-2.0224790594473525,0.9575543344238286,1.420657297380462,2.593763482808455,0.34365527097380105,-1.5396193308179624,-1.5188505212832226,-1.2810742207676677,-1.26603269843616,1.605536121792232,2.646130828500439,0.743532551673048,2.8980674691187227,1.0074874007182155,1.7942257421054029,-1.1815508410914728,-0.9761868122550175,-1.0260199890083845,-0.9189362431170924,-0.9997552828048497,-0.8323318390618469,2.9880715390731516,1.2690863411169169,2.0497909368230545,2.2991868711765635,1.0,0.0,0.0,1
-2.0627007027948077,0.3148935956144699,0.9200709552172079,1.78243820328052,0.34365527097380105,-1.6275924155073693,-1.6040641447587696,-1.4246519656532546,-1.296407414321544,0.7519314641292725,1.4343771330746329,0.41038924560141016,1.7999531433183784,0.7390841164386036,1.2938102990224063,-1.3168050371054834,-1.185723856898505,-1.0963501803141158,-1.1375450030379093,-1.0676378384071545,-0.9471007034834197,1.5150441881513634,0.6879616511306645,1.1770251457117538,1.4804064731957256,0.0,0.0,0.0,1
-2.0224790594473525,0.5485884097269642,2.0814312690359578,1.78243820328052,0.34365527097380105,-1.573831085974954,-1.45959277162494,-1.3739774674583416,-1.26603269843616,1.7390366265192636,1.623221864829304,0.5315322659910968,2.70550713710634,1.3617797359673032,1.2938102990224063,-1.165900754312241,-1.1151654643144735,-1.0533706189606133,-0.9479936452358946,-0.9525495975871551,-0.9065940454522763,2.455457397928072,1.3599720207181836,1.3130405936771514,2.155609265843431,0.0,0.0,0.0,1
-2.0224790594473525,0.6654358167832107,1.6208918342457637,1.78243820328052,0.34365527097380105,-1.5640562987872422,-1.5008936274473794,-1.3739774674583416,-1.26603269843616,1.5135266712001292,1.7176442307066389,0.5921037761859397,2.3464081395697347,1.1148487144300603,1.2938102990224063,-1.1923369867260538,-1.1023366656628315,-1.0455561532599764,-1.0021817735114988,-0.9854505297085787,-0.9065940454522763,2.240614492634377,1.2064473161641582,1.3810483176598496,1.8878564342762374,0.0,0.0,0.0,1
-2.1029223461422633,1.366520259120693,2.0614078153494275,1.78243820328052,0.34365527097380105,-1.589826192282119,-1.5606411105739124,-1.4753264638481678,-1.326782130206928,2.463828053353279,2.284178425970652,0.9555328373549992,2.689894137213444,1.3510436045961185,1.2938102990224063,-1.1877968149615148,-1.1361580439262515,-1.0661579264707461,-1.0805725045347052,-1.0330463445561717,-0.9876073615145631,3.145964811015964,1.8534020757705738,1.789094661556042,2.1439678383839875,0.0,0.0,0.0,1
-2.1029223461422633,-0.5614619573073832,1.8611732784841257,1.78243820328052,0.34365527097380105,-1.7217858193162294,-1.5753331146214207,-1.4753264638481678,-1.326782130206928,0.6146116991889836,0.7262093889946163,-0.04389708085991419,2.5337641382844853,1.243682290884274,1.2938102990224063,-1.3651632317189792,-1.3093468257234195,-1.1716532134293431,-1.0998489138027066,-1.044750233453121,-0.9876073615145631,1.3842199094082441,0.5944758610596608,0.666967215841513,2.0275535637895556,0.0,0.0,0.0,1
-2.0627007027948077,1.3080965555925694,1.0802585847094492,1.78243820328052,0.34365527097380105,-1.5520599690568684,-1.5910045856054291,-1.4246519656532546,-1.296407414321544,1.6114386148490834,2.2369672430319842,0.9252470822575775,1.9248571424615455,0.8249731674080794,1.2938102990224063,-1.2252060541950018,-1.086592230953998,-1.035965672627377,-1.1204104170219082,-1.0572343816098666,-0.9471007034834197,2.3338950150251727,1.273104693661056,1.7550907995646927,1.573537892871271,0.0,0.0,0.0,1
-2.0224790594473525,1.0159780379519523,2.1014547227224876,1.78243820328052,0.34365527097380105,-1.5347319372241066,-1.4577970822413557,-1.3739774674583416,-1.26603269843616,2.178077948306863,2.000911328338646,0.7738183067704696,2.7211201369992355,1.3725158673384876,1.2938102990224063,-1.1144325235389285,-1.063850269707905,-1.022112756158066,-0.9456376396586943,-0.9511191222775277,-0.9065940454522763,2.8737312297123303,1.658866537898422,1.585071489607946,2.167250693302874,0.0,0.0,0.0,1
-2.0627007027948077,0.4901647061988406,1.6008683805592336,2.593763482808455,0.34365527097380105,-1.6142631602513986,-1.5485610183570726,-1.3401944686617329,-1.296407414321544,1.3527705367693992,2.205493121072873,0.5012465108936751,3.0620039679941295,1.1041125830588756,1.7942257421054029,-1.2527727042730905,-1.0904797456969197,-1.0856940907223382,-0.9644142901678958,-1.02342314701868,-0.8795896067648474,2.70712736525312,1.0970063027561312,1.732421558237127,2.421421859500717,0.0,0.0,0.0,1
-2.1029223461422633,1.0159780379519523,1.5007511121265829,1.78243820328052,0.34365527097380105,-1.6138188517428664,-1.601778721906935,-1.4753264638481678,-1.326782130206928,1.7145586406070252,2.000911328338646,0.7738183067704696,2.252730140212359,1.0504319262029533,1.2938102990224063,-1.2596625166818691,-1.1676469133439185,-1.0853388877359458,-1.1345464504851095,-1.0658172334676292,-0.9876073615145631,2.4321372673303725,1.343307676343959,1.585071489607946,1.818007869519578,0.0,0.0,0.0,1
-0.17228346546440906,-0.0940723290823952,1.4406807510669923,-0.6515376353032853,1.7134361397848672,-0.196919018033174,0.5329694661959923,-0.4871737490473629,0.9968836350249431,0.7677293131931995,-0.5484925503494131,1.258390388329215,0.07471665515338212,2.4837054642560807,0.5431871343979111,0.34659253015680364,-0.4713930228866164,0.7560333937232014,-0.00012976506322030657,1.6465590184003283,0.3794923470365253,-0.05021620884595811,1.8279919052708695,0.343930526923694,0.9885561630342505,0.0,0.0,0.0,1
