satisfaction_level^1,last_evaluation^1,average_montly_hours^1,number_project^1,time_spend_company^1,satisfaction_level^1xlast_evaluation^1,satisfaction_level^1xaverage_montly_hours^1,satisfaction_level^1xnumber_project^1,satisfaction_level^1xtime_spend_company^1,last_evaluation^1xaverage_montly_hours^1,last_evaluation^1xnumber_project^1,last_evaluation^1xtime_spend_company^1,average_montly_hours^1xnumber_project^1,average_montly_hours^1xtime_spend_company^1,number_project^1xtime_spend_company^1,satisfaction_level^1xlast_evaluation^1xaverage_montly_hours^1,satisfaction_level^1xlast_evaluation^1xnumber_project^1,satisfaction_level^1xlast_evaluation^1xtime_spend_company^1,satisfaction_level^1xaverage_montly_hours^1xnumber_project^1,satisfaction_level^1xaverage_montly_hours^1xtime_spend_company^1,satisfaction_level^1xnumber_project^1xtime_spend_company^1,last_evaluation^1xaverage_montly_hours^1xnumber_project^1,last_evaluation^1xaverage_montly_hours^1xtime_spend_company^1,last_evaluation^1xnumber_project^1xtime_spend_company^1,average_montly_hours^1xnumber_project^1xtime_spend_company^1,salary,Work_accident,promotion_last_5years,churn
0.7528143315270631,0.8407069273675815,1.2204227605151605,0.9711129237525848,1.7134361397848672,1.0871325716253437,1.4143264645570623,1.446902932058486,2.0448113330706894,1.3617978790916427,1.182584157401738,1.9852485106673345,1.3523804797220293,2.3065592966315367,2.044433463646901,1.666258022384989,1.708530869206808,2.2958383397350475,2.0744759338783427,2.6997139543107997,2.698498519319483,1.474964436509455,2.4346449525963596,2.2141429364479097,2.4175413836809025,1.0,0.0,0.0,1
0.4310411847474205,0.899130630895705,0.439508066740484,0.9711129237525848,1.028545705379334,0.81343853036941,0.6137754884572871,1.1090729440923988,1.1335698565091705,0.8182477096503727,1.2219268098506275,1.3719619699445462,0.8449579832029128,1.0799562874737108,1.4189141597931554,0.9156902950776271,1.4091922340018257,1.4113829036175165,1.1991841648942738,1.221122656996228,1.6858320685408987,1.043431759787261,1.3063447422798546,1.6403277653438888,1.309180477646415,0.0,0.0,0.0,1
1.2354740516965266,0.7822832238394579,1.16035239945557,0.9711129237525848,1.028545705379334,1.5047825696457608,1.8825116602043204,1.9536479140076173,1.8929377536437697,1.2720452640801014,1.1432415049528484,1.2962475822009925,1.3133479799897896,1.5630821991770119,1.4189141597931554,2.078499698250744,2.165313851500125,2.10225271215109,2.586371691106383,2.484492441816902,2.529720777523052,1.4037084819053751,1.6925202404555877,1.5694863861952444,1.745734007375535,0.0,0.0,0.0,1
1.1148091216541607,1.6586387767613109,0.4595315204270142,0.9711129237525848,1.028545705379334,1.9846357588607084,1.2471641073943034,1.8269616685203343,1.7790325690735798,1.3388823178121005,1.7333812916861953,1.864105490277648,0.8579688164469927,1.0933764516876912,1.4189141597931554,2.0197031788224447,2.6901283417945736,2.5817767437810764,1.8917070163743286,1.8518322253318196,2.403137471175729,1.456771426823307,1.7493976569810878,2.1007967298100785,1.321306964583335,0.0,0.0,0.0,1
0.913700904916884,1.191249148536323,0.6597660572923159,0.15978764422464975,1.028545705379334,1.4639061868607839,1.2014556503576113,0.9063749513127466,1.58919059478993,1.1875007311775467,0.6947352670355048,1.5612479393034322,0.379170153064852,1.2275780938274972,0.7933948559394095,1.676973863811317,1.3695395836240234,2.061404368715943,1.1400698431390692,1.8063171018436834,1.483298778385182,0.7431644044672446,1.6205740018895658,1.1656905250479708,0.8750522453046794,0.0,0.0,0.0,1
0.6723710448321525,1.6002150732331875,1.0802585847094492,0.15978764422464975,1.7134361397848672,1.4612403358095896,1.2396548608811324,0.7036769585330944,1.953687185414537,1.8327821044810282,0.9150541207492875,2.5758207350670554,0.5977521515653945,2.1938299172341,1.2938102990224063,1.97439396671423,1.3672070747782703,2.7444597115488785,1.173482285870272,2.490994602315207,1.8073520426343286,1.1530032953970164,2.9156062960779647,1.9251101095214396,1.573537892871271,0.0,0.0,0.0,1
0.5919277581372417,1.0159780379519523,1.2204227605151605,0.9711129237525848,1.028545705379334,1.0355927846355897,1.243246239648301,1.2779879380754424,1.2854434359360905,1.498249630347101,1.3006121147484075,1.4476763576881007,1.3523804797220293,1.6033426918189537,1.4189141597931554,1.610029456668662,1.6521619054344414,1.633384770112881,1.887423369870328,1.8479309290328365,1.8546098103373294,1.5832955396406099,1.885017055345787,1.7111691444925334,1.782113468186295,0.0,0.0,0.0,1
1.1148091216541607,1.191249148536323,0.8199536867845572,0.9711129237525848,1.028545705379334,1.6682881007856691,1.5086817794399474,1.8269616685203343,1.7790325690735798,1.3152723455846933,1.4186400720950774,1.5612479393034322,1.0921638148404311,1.334939407539342,1.4189141597931554,1.9973094383831704,2.3441395296745298,2.265646085891678,2.177640420516351,2.1122437532889373,2.403137471175729,1.4380271138133365,1.7293058942603918,1.8174312132155002,1.5395837294478951,0.0,0.0,0.0,1
0.8332576182219733,0.899130630895705,0.7598833257249666,0.15978764422464975,1.028545705379334,1.199986932792562,1.1919874699714392,0.8388089537195291,1.51325380507647,1.059902719507367,0.5373646572399454,1.3719619699445462,0.43121348604117166,1.2946789148974,0.7933948559394095,1.4858093211288608,1.1386212078944655,1.7976661513194496,1.1317881265646685,1.7968889691211416,1.4157876816666093,0.6621228158653124,1.5119898430681566,1.0240077667506813,0.9235581930523594,0.0,0.0,0.0,1
0.913700904916884,0.899130630895705,0.9000475015306778,0.15978764422464975,1.7134361397848672,1.277296613277193,1.3660060956897018,0.9063749513127466,2.2270596283829924,1.1656267863198018,0.5373646572399454,2.0306771433134667,0.5040741522080192,2.0488921437231093,1.2938102990224063,1.6573922917021569,1.2062639644213058,2.5238786569990848,1.2840003656734804,2.6419747690858504,2.050391990821189,0.7292715607069135,2.234318259587065,1.5170637656252473,1.4687650457362822,0.0,0.0,0.0,1
